No,Sheet,VN Word,VN(A),VN(B),JP Word,JP(A),JP(B),EN Word,EN(A),EN(B),Tag
738,Daily Social,Đi dạo,Đi dạo không?,"Đi, trăng đẹp lắm tối nay.",<ruby>散歩<rt>さんぽ</rt></ruby>しよう,<ruby>散歩<rt>さんぽ</rt></ruby>しない？,しよう、<ruby>今夜<rt>こんや</rt></ruby><ruby>月<rt>つき</rt></ruby>が<ruby>綺麗<rt>きれい</rt></ruby>。,Take a walk,Go for a walk?,"Sure, moon is pretty tonight.",Love
739,Daily Social,Tin nhắn ai,Tin nhắn ai vậy?,"Bạn thôi mà, đừng lo.",<ruby>誰<rt>だれ</rt></ruby>からのメッセージ,<ruby>誰<rt>だれ</rt></ruby>からのメッセージ？,<ruby>友達<rt>ともだち</rt></ruby>だよ、<ruby>心配<rt>しんぱい</rt></ruby>しないで。,Who texted?,Who's texting you?,"Just a friend, don't worry.",Love
740,Daily Social,Bận quá,"Anh bận quá, không có thời gian.","Em biết, nhưng em nhớ anh.",<ruby>忙<rt>いそが</rt></ruby>しすぎ,<ruby>忙<rt>いそが</rt></ruby>しすぎて<ruby>時間<rt>じかん</rt></ruby>がない。,<ruby>分<rt>わ</rt></ruby>かるけど、<ruby>会<rt>あ</rt></ruby>いたい。,Too busy,"I'm too busy, no time.","I know, but I miss you.",Love
741,Daily Social,Giải thích,Em nghe anh giải thích.,Không phải như em nghĩ đâu.,<ruby>説明<rt>せつめい</rt></ruby>して,<ruby>説明<rt>せつめい</rt></ruby>を<ruby>聞<rt>き</rt></ruby>くよ。,<ruby>君<rt>きみ</rt></ruby>が<ruby>思<rt>おも</rt></ruby>ってるようじゃないよ。,Explain,I'll listen to your explanation.,It's not what you think.,Love
742,Daily Social,Xin lỗi em,Anh xin lỗi em.,Lần sau đừng vậy nữa.,ごめんね,ごめんね。,<ruby>次<rt>つぎ</rt></ruby>はやめてね。,Sorry babe,I'm sorry.,Don't do it again.,Love
743,Daily Social,Hờn,Em hờn rồi.,"Ôi, anh làm gì sai?",すねてる,すねてるの。,えー、<ruby>何<rt>なに</rt></ruby>が<ruby>悪<rt>わる</rt></ruby>かった？,Sulking,I'm sulking.,"Oh, what did I do wrong?",Love
744,Daily Social,Dỗ,Đừng giận nữa mà.,Mua trà sữa cho em đi.,<ruby>機嫌<rt>きげん</rt></ruby><ruby>直<rt>なお</rt></ruby>して,もう<ruby>怒<rt>おこ</rt></ruby>らないで。,タピオカ<ruby>買<rt>か</rt></ruby>ってきて。,Cheer up,Don't be mad anymore.,Buy me bubble tea.,Love
745,Daily Social,Sống chung,Sống chung nhé?,Anh tìm nhà trước.,<ruby>一緒<rt>いっしょ</rt></ruby>に<ruby>住<rt>す</rt></ruby>もう,<ruby>一緒<rt>いっしょ</rt></ruby>に<ruby>住<rt>す</rt></ruby>もう。,まず<ruby>家<rt>いえ</rt></ruby>を<ruby>探<rt>さが</rt></ruby>すね。,Live together,Let's move in together.,I'll look for a place.,Love
746,Daily Social,Nhẫn,Nhẫn này cho em.,Đẹp quá! Đeo cho em đi.,<ruby>指輪<rt>ゆびわ</rt></ruby>,この<ruby>指輪<rt>ゆびわ</rt></ruby>をあげる。,<ruby>綺麗<rt>きれい</rt></ruby>！はめて。,Ring,This ring is for you.,Beautiful! Put it on for me.,Love
747,Daily Social,Đám cưới,Cưới khi nào?,Cuối năm nay nhé.,<ruby>結婚式<rt>けっこんしき</rt></ruby>,<ruby>結婚式<rt>けっこんしき</rt></ruby>はいつ？,<ruby>年末<rt>ねんまつ</rt></ruby>にしよう。,Wedding,When's the wedding?,End of this year.,Love
748,Daily Social,Con,Muốn mấy đứa con?,"2 đứa, 1 trai 1 gái.",<ruby>子供<rt>こども</rt></ruby>,<ruby>子供<rt>こども</rt></ruby>は<ruby>何人<rt>なんにん</rt></ruby><ruby>欲<rt>ほ</rt></ruby>しい？,2<ruby>人<rt>にん</rt></ruby>、<ruby>男<rt>おとこ</rt></ruby>の<ruby>子<rt>こ</rt></ruby>と<ruby>女<rt>おんな</rt></ruby>の<ruby>子<rt>こ</rt></ruby>。,Children,How many kids do you want?,"2, a boy and a girl.",Love
749,Daily Social,Già,Già rồi anh còn yêu em không?,"Yêu mãi, già cũng yêu.",<ruby>年<rt>とし</rt></ruby>を<ruby>取<rt>と</rt></ruby>っても,<ruby>年<rt>とし</rt></ruby>を<ruby>取<rt>と</rt></ruby>っても<ruby>愛<rt>あい</rt></ruby>してる？,ずっと<ruby>愛<rt>あい</rt></ruby>してる、<ruby>年<rt>とし</rt></ruby>を<ruby>取<rt>と</rt></ruby>っても。,When old,Will you love me when I'm old?,"Always, even when old.",Love
750,Daily Social,Đang làm gì,Đang làm gì?,Đang nghĩ về anh.,<ruby>何<rt>なに</rt></ruby>してる？,<ruby>何<rt>なに</rt></ruby>してる？,あなたのこと<ruby>考<rt>かんが</rt></ruby>えてた。,Whatcha doing?,What are you doing?,Thinking about you.,Love
751,Daily Social,Nhắn tin,Sao không nhắn tin?,"Xin lỗi, bận quá.",メッセージ,なんでメッセージくれないの？,ごめん、<ruby>忙<rt>いそが</rt></ruby>しかった。,Text me,Why didn't you text?,"Sorry, was busy.",Love
752,Daily Social,Video call,Video call nhé.,Đợi em trang điểm chút.,ビデオ<ruby>通話<rt>つうわ</rt></ruby>,ビデオ<ruby>通話<rt>つうわ</rt></ruby>しよう。,ちょっとメイクさせて。,Video call,Let's video call.,"Wait, let me put on makeup.",Love
753,Daily Social,Xa nhau,Xa nhau khó quá.,"Sắp gặp rồi, cố lên.",<ruby>離<rt>はな</rt></ruby>れるのは<ruby>辛<rt>つら</rt></ruby>い,<ruby>離<rt>はな</rt></ruby>れてるの<ruby>辛<rt>つら</rt></ruby>い。,もうすぐ<ruby>会<rt>あ</rt></ruby>えるよ、<ruby>頑張<rt>がんば</rt></ruby>ろう。,Being apart,Being apart is hard.,"We'll meet soon, hang in there.",Love
754,Daily Social,Gặp nhau,Khi nào gặp nhau?,Cuối tuần này nhé!,いつ<ruby>会<rt>あ</rt></ruby>える？,いつ<ruby>会<rt>あ</rt></ruby>える？,<ruby>今週末<rt>こんしゅうまつ</rt></ruby>！,When to meet?,When can we meet?,This weekend!,Love
755,Daily Social,Valentine,Valentine tặng gì?,Tặng trái tim anh.,バレンタイン,バレンタインの<ruby>贈<rt>おく</rt></ruby>り<ruby>物<rt>もの</rt></ruby>は？,<ruby>僕<rt>ぼく</rt></ruby>の<ruby>心<rt>こころ</rt></ruby>をあげる。,Valentine's,What's your Valentine gift?,My heart.,Love
756,Daily Social,Sinh nhật em,Sinh nhật em muốn gì?,Chỉ cần ở bên anh.,<ruby>誕生日<rt>たんじょうび</rt></ruby>,<ruby>誕生日<rt>たんじょうび</rt></ruby><ruby>何<rt>なに</rt></ruby>が<ruby>欲<rt>ほ</rt></ruby>しい？,あなたがそばにいてくれれば。,Your birthday,What do you want for your birthday?,Just you by my side.,Love
757,Daily Social,Bất ngờ,Em có bất ngờ cho anh.,Là gì? Nói đi!,サプライズ,サプライズがあるの。,<ruby>何<rt>なに</rt></ruby>？<ruby>教<rt>おし</rt></ruby>えて！,Surprise,I have a surprise for you.,What? Tell me!,Love
758,Daily Social,Hoa,Hoa cho em.,Đẹp quá! Cảm ơn anh.,<ruby>花<rt>はな</rt></ruby>,お<ruby>花<rt>はな</rt></ruby>をどうぞ。,<ruby>綺麗<rt>きれい</rt></ruby>！ありがとう。,Flowers,Flowers for you.,Beautiful! Thank you.,Love
759,Daily Social,Nến,"Tắt đèn, thắp nến nhé.",Lãng mạn quá anh.,キャンドル,<ruby>電気<rt>でんき</rt></ruby><ruby>消<rt>け</rt></ruby>して、キャンドルつけよう。,ロマンチック。,Candle,"Turn off lights, light candles.",So romantic.,Love
760,Daily Social,Ăn gì,Ăn gì?,Tùy anh.,<ruby>何<rt>なに</rt></ruby><ruby>食<rt>た</rt></ruby>べる？,<ruby>何<rt>なに</rt></ruby><ruby>食<rt>た</rt></ruby>べる？,あなたに<ruby>任<rt>まか</rt></ruby>せる。,What to eat?,What to eat?,Up to you.,Love
761,Daily Social,Tùy,Đi đâu?,Tùy em.,<ruby>任<rt>まか</rt></ruby>せる,どこ<ruby>行<rt>い</rt></ruby>く？,<ruby>君<rt>きみ</rt></ruby>に<ruby>任<rt>まか</rt></ruby>せる。,Up to you,Where to go?,Up to you.,Love
762,Daily Social,Béo,Em béo rồi.,Tại anh cho em ăn nhiều.,<ruby>太<rt>ふと</rt></ruby>った,<ruby>太<rt>ふと</rt></ruby>っちゃった。,<ruby>君<rt>きみ</rt></ruby>がたくさん<ruby>食<rt>た</rt></ruby>べさせるから。,Gained weight,I gained weight.,Because you feed me too much.,Love
763,Daily Social,Mập,Anh mập rồi.,Do hạnh phúc quá mà.,<ruby>太<rt>ふと</rt></ruby>った,<ruby>太<rt>ふと</rt></ruby>ったね。,<ruby>幸<rt>しあわ</rt></ruby>せ<ruby>太<rt>ぶと</rt></ruby>りだよ。,Got chubby,You got chubby.,Happiness weight.,Love
764,Daily Social,Nhõng nhẽo,Em nhõng nhẽo quá.,Tại anh chiều em mà.,<ruby>甘<rt>あま</rt></ruby>えん<ruby>坊<rt>ぼう</rt></ruby>,<ruby>甘<rt>あま</rt></ruby>えん<ruby>坊<rt>ぼう</rt></ruby>だね。,あなたが<ruby>甘<rt>あま</rt></ruby>やかすから。,Clingy / Needy,You're so clingy.,Because you spoil me.,Love
765,Daily Social,Cưng,Cưng ơi!,"Dạ, gì anh?",ダーリン,ダーリン！,はい、<ruby>何<rt>なに</rt></ruby>？,Darling,Darling!,"Yes, what?",Love
766,Daily Social,Bé,"Bé ơi, đi đâu vậy?",Đi mua đồ ăn cho anh nè.,ベイビー,ベイビー、どこ<ruby>行<rt>い</rt></ruby>くの？,あなたのご<ruby>飯<rt>はん</rt></ruby><ruby>買<rt>か</rt></ruby>いに<ruby>行<rt>い</rt></ruby>くの。,Baby,"Baby, where you going?",Getting food for you.,Love
767,Daily Social,Hạnh phúc nhất,Lúc nào hạnh phúc nhất?,Lúc ở bên em.,<ruby>一番<rt>いちばん</rt></ruby><ruby>幸<rt>しあわ</rt></ruby>せ,いつが<ruby>一番<rt>いちばん</rt></ruby><ruby>幸<rt>しあわ</rt></ruby>せ？,<ruby>君<rt>きみ</rt></ruby>と<ruby>一緒<rt>いっしょ</rt></ruby>の<ruby>時<rt>とき</rt></ruby>。,Happiest,When are you happiest?,When I'm with you.,Love
768,Business Phrases,Bắt đầu họp,Bắt đầu họp nhé?,"Vâng, bắt đầu đi.",<ruby>会議<rt>かいぎ</rt></ruby>を<ruby>始<rt>はじ</rt></ruby>めましょう,<ruby>始<rt>はじ</rt></ruby>めましょうか。,はい、<ruby>始<rt>はじ</rt></ruby>めましょう。,Let's begin,Shall we start?,"Yes, let's begin.",MeetingPhrase
769,Business Phrases,Có câu hỏi không,Có câu hỏi gì không?,Tôi có một câu hỏi.,<ruby>質問<rt>しつもん</rt></ruby>はありますか,<ruby>質問<rt>しつもん</rt></ruby>は？,<ruby>一<rt>ひと</rt></ruby>つあります。,Any questions?,Any questions?,I have one.,MeetingPhrase
770,Business Phrases,Mục tiếp theo,Chuyển sang mục tiếp theo.,"Vâng, mục 3.",<ruby>次<rt>つぎ</rt></ruby>の<ruby>議題<rt>ぎだい</rt></ruby>へ,<ruby>次<rt>つぎ</rt></ruby>の<ruby>議題<rt>ぎだい</rt></ruby>へ。,はい、<ruby>議題<rt>ぎだい</rt></ruby>3。,Next item,Moving to next item.,"Yes, item 3.",MeetingPhrase
771,Business Phrases,Tóm lại,Tóm lại thế nào?,"Tóm lại, chúng ta đồng ý phương án A.",まとめると,まとめるとどう？,まとめると、プランAに<ruby>同意<rt>どうい</rt></ruby>。,To summarize,So in summary?,We agree on Plan A.,MeetingPhrase
772,Business Phrases,Kết thúc họp,Kết thúc họp nhé.,"OK, cảm ơn mọi người.",<ruby>会議<rt>かいぎ</rt></ruby><ruby>終了<rt>しゅうりょう</rt></ruby>,<ruby>会議<rt>かいぎ</rt></ruby>を<ruby>終<rt>お</rt></ruby>わりましょう。,OK、<ruby>皆<rt>みな</rt></ruby>さんありがとう。,Let's wrap up,Let's end the meeting.,"OK, thanks everyone.",MeetingPhrase
773,Business Phrases,Ai phụ trách,Ai phụ trách việc này?,Anh Minh phụ trách.,<ruby>誰<rt>だれ</rt></ruby>が<ruby>担当<rt>たんとう</rt></ruby>,<ruby>誰<rt>だれ</rt></ruby>が<ruby>担当<rt>たんとう</rt></ruby>？,ミンさんが。,Who's responsible?,Who handles this?,Minh does.,MeetingPhrase
774,Business Phrases,Nghỉ giải lao,Nghỉ 10 phút nhé.,"OK, 3 giờ quay lại.",<ruby>休憩<rt>きゅうけい</rt></ruby>しましょう,10<ruby>分<rt>ぷん</rt></ruby><ruby>休憩<rt>きゅうけい</rt></ruby>。,OK、3<ruby>時<rt>じ</rt></ruby>に<ruby>戻<rt>もど</rt></ruby>ろう。,Let's take a break,10-min break.,"OK, back at 3.",MeetingPhrase
775,Business Phrases,Theo tôi,Theo anh nên làm gì?,"Theo tôi, nên chọn B.",<ruby>私<rt>わたし</rt></ruby>の<ruby>考<rt>かんが</rt></ruby>えでは,どうすべき？,<ruby>私<rt>わたし</rt></ruby>はBがいいと<ruby>思<rt>おも</rt></ruby>う。,In my opinion,What should we do?,I think B is better.,MeetingPhrase
776,Business Phrases,Biểu quyết,Biểu quyết nhé.,Đồng ý giơ tay.,<ruby>投票<rt>とうひょう</rt></ruby>しましょう,<ruby>投票<rt>とうひょう</rt></ruby>しよう。,<ruby>賛成<rt>さんせい</rt></ruby>の<ruby>方<rt>かた</rt></ruby><ruby>挙手<rt>きょしゅ</rt></ruby>を。,Let's vote,Let's vote.,Raise hand if agree.,MeetingPhrase
777,Business Phrases,Gửi biên bản,Ai gửi biên bản?,Tôi gửi sau họp.,<ruby>議事録<rt>ぎじろく</rt></ruby>を<ruby>送<rt>おく</rt></ruby>る,<ruby>誰<rt>だれ</rt></ruby>が<ruby>議事録<rt>ぎじろく</rt></ruby>を？,<ruby>私<rt>わたし</rt></ruby>が<ruby>会議<rt>かいぎ</rt></ruby><ruby>後<rt>ご</rt></ruby>に<ruby>送<rt>おく</rt></ruby>ります。,Send minutes,Who sends the minutes?,I'll send after the meeting.,MeetingPhrase
778,Business Phrases,Giá tốt nhất,Giá tốt nhất là bao nhiêu?,"400 đô, không thể thấp hơn.",ベストプライスは,ベストプライスは？,400ドル、これ<ruby>以上<rt>いじょう</rt></ruby><ruby>下<rt>さ</rt></ruby>げられない。,Best price?,What's your best price?,"$400, can't go lower.",NegotiationPhrase
779,Business Phrases,Vượt ngân sách,Giá này vượt ngân sách.,Vậy anh đề xuất bao nhiêu?,<ruby>予算<rt>よさん</rt></ruby><ruby>超過<rt>ちょうか</rt></ruby>,<ruby>予算<rt>よさん</rt></ruby>を<ruby>超<rt>こ</rt></ruby>えてる。,いくらなら？,Over budget,This exceeds our budget.,What's your proposal?,NegotiationPhrase
780,Business Phrases,Cần suy nghĩ,Quyết định chưa?,Cần suy nghĩ thêm.,<ruby>検討<rt>けんとう</rt></ruby>が<ruby>必要<rt>ひつよう</rt></ruby>,<ruby>決<rt>き</rt></ruby>めた？,もう<ruby>少<rt>すこ</rt></ruby>し<ruby>検討<rt>けんとう</rt></ruby>させて。,Need to think,Decided yet?,Need more time to think.,NegotiationPhrase
781,Business Phrases,Gặp nhau nửa đường,Giá chênh lệch nhiều.,Gặp nhau nửa đường nhé.,<ruby>折<rt>お</rt></ruby>り<ruby>合<rt>あ</rt></ruby>おう,<ruby>価格<rt>かかく</rt></ruby><ruby>差<rt>さ</rt></ruby>が<ruby>大<rt>おお</rt></ruby>きい。,<ruby>折<rt>お</rt></ruby>り<ruby>合<rt>あ</rt></ruby>おう。,Let's meet halfway,Big price gap.,Let's meet in the middle.,NegotiationPhrase
782,Business Phrases,Đề nghị cuối,Đây là đề nghị cuối.,Để tôi xin ý kiến sếp.,<ruby>最終<rt>さいしゅう</rt></ruby><ruby>提案<rt>ていあん</rt></ruby>,これが<ruby>最終<rt>さいしゅう</rt></ruby><ruby>提案<rt>ていあん</rt></ruby>です。,<ruby>上<rt>うえ</rt></ruby>に<ruby>確認<rt>かくにん</rt></ruby>させてください。,Final offer,This is our final offer.,Let me check with my boss.,NegotiationPhrase
783,Business Phrases,Hợp tác lâu dài,Mong hợp tác lâu dài.,Chúng tôi cũng vậy.,<ruby>長期的<rt>ちょうきてき</rt></ruby><ruby>協力<rt>きょうりょく</rt></ruby>,<ruby>長期的<rt>ちょうきてき</rt></ruby>な<ruby>協力<rt>きょうりょく</rt></ruby>を<ruby>望<rt>のぞ</rt></ruby>みます。,<ruby>我<rt>わ</rt></ruby>が<ruby>社<rt>しゃ</rt></ruby>もです。,Long-term partnership,Hope for long-term cooperation.,Us too.,NegotiationPhrase
784,Business Phrases,Cảm ơn email,Cảm ơn email của anh.,"Dạ, có gì anh cứ hỏi.",メールありがとう,メールありがとうございます。,はい、<ruby>何<rt>なに</rt></ruby>かあればご<ruby>連絡<rt>れんらく</rt></ruby>を。,Thanks for the email,Thank you for your email.,"Sure, feel free to ask.",EmailPhrase
785,Business Phrases,Gửi kèm,Gửi kèm tài liệu nhé.,"Đã nhận, cảm ơn.",<ruby>添付<rt>てんぷ</rt></ruby>します,<ruby>資料<rt>しりょう</rt></ruby>を<ruby>添付<rt>てんぷ</rt></ruby>します。,<ruby>受<rt>う</rt></ruby>け<ruby>取<rt>と</rt></ruby>りました、ありがとう。,Attached,Attached the document.,"Received, thanks.",EmailPhrase
786,Business Phrases,Mong phản hồi,Mong phản hồi sớm.,Sẽ trả lời trong ngày.,ご<ruby>返答<rt>へんとう</rt></ruby>をお<ruby>待<rt>ま</rt></ruby>ちしています,<ruby>早<rt>はや</rt></ruby>めにご<ruby>返答<rt>へんとう</rt></ruby>を。,<ruby>本日中<rt>ほんじつちゅう</rt></ruby>に<ruby>返答<rt>へんとう</rt></ruby>します。,Looking forward to reply,Hope to hear back soon.,Will reply today.,EmailPhrase
787,Business Phrases,Xin lỗi trả lời muộn,Xin lỗi trả lời muộn.,"Không sao, cảm ơn anh.",<ruby>返信<rt>へんしん</rt></ruby>が<ruby>遅<rt>おく</rt></ruby>れてすみません,<ruby>返信<rt>へんしん</rt></ruby><ruby>遅<rt>おく</rt></ruby>れてすみません。,<ruby>大丈夫<rt>だいじょうぶ</rt></ruby>、ありがとう。,Sorry for late reply,Sorry for the late reply.,"No problem, thanks.",EmailPhrase
788,Business Phrases,Như đã thảo luận,Như đã thảo luận hôm qua.,"Vâng, tôi nhớ.",<ruby>先日<rt>せんじつ</rt></ruby><ruby>話<rt>はな</rt></ruby>した<ruby>通<rt>とお</rt></ruby>り,<ruby>昨日<rt>きのう</rt></ruby><ruby>話<rt>はな</rt></ruby>した<ruby>通<rt>とお</rt></ruby>り。,はい、<ruby>覚<rt>おぼ</rt></ruby>えています。,As discussed,As we discussed yesterday.,"Yes, I remember.",EmailPhrase
789,Business Phrases,Rất vui hợp tác,Rất vui được hợp tác.,Chúng tôi cũng vui.,お<ruby>取引<rt>とりひき</rt></ruby>できて<ruby>嬉<rt>うれ</rt></ruby>しい,お<ruby>取引<rt>とりひき</rt></ruby>できて<ruby>嬉<rt>うれ</rt></ruby>しいです。,こちらこそ。,Pleasure doing business,Pleasure to work with you.,Likewise.,ClientPhrase
790,Business Phrases,Sẽ giải quyết ngay,Có vấn đề phát sinh.,Sẽ giải quyết ngay.,すぐ<ruby>対応<rt>たいおう</rt></ruby>します,<ruby>問題<rt>もんだい</rt></ruby>が<ruby>発生<rt>はっせい</rt></ruby>しました。,すぐ<ruby>対応<rt>たいおう</rt></ruby>します。,We'll resolve it,There's an issue.,We'll handle it right away.,ClientPhrase
791,Business Phrases,Cảm ơn tin tưởng,Cảm ơn anh đã tin tưởng.,Vì chất lượng tốt.,ご<ruby>信頼<rt>しんらい</rt></ruby>ありがとう,ご<ruby>信頼<rt>しんらい</rt></ruby>ありがとうございます。,<ruby>品質<rt>ひんしつ</rt></ruby>がいいからね。,Thanks for your trust,Thank you for trusting us.,Because of good quality.,ClientPhrase
792,Business Phrases,Phản hồi quan trọng,Phản hồi của anh rất quan trọng.,"Cảm ơn, tôi sẽ góp ý thêm.",フィードバックは<ruby>大切<rt>たいせつ</rt></ruby>,ご<ruby>意見<rt>いけん</rt></ruby>はとても<ruby>重要<rt>じゅうよう</rt></ruby>です。,ありがとう、また<ruby>意見<rt>いけん</rt></ruby>を<ruby>出<rt>だ</rt></ruby>します。,Feedback matters,Your feedback is important.,"Thanks, I'll share more.",ClientPhrase
793,Business Phrases,Chuyến bay thế nào,Chuyến bay thế nào?,"Ổn, hơi mệt.",フライトはいかが,フライトはいかがでしたか。,まあまあ、ちょっと<ruby>疲<rt>つか</rt></ruby>れた。,How was your flight?,How was the flight?,"OK, a bit tired.",SmallTalk
794,Business Phrases,Lần đầu đến Việt Nam,Lần đầu đến Việt Nam?,"Lần thứ 3, thích lắm.",ベトナムは<ruby>初<rt>はじ</rt></ruby>めて,ベトナムは<ruby>初<rt>はじ</rt></ruby>めて？,3<ruby>回目<rt>かいめ</rt></ruby>、<ruby>大好<rt>だいす</rt></ruby>き。,First time in VN?,First time in Vietnam?,"Third time, love it.",SmallTalk
